Powermeter serial number; P0013475
Sensor serial number; 200922128
Sensor Type; Photodiode
Wavelength(nm); 640

Date (MM/dd/yyyy) ; Time of day (hh:mm:ss.fff); Power(W)
4/8/2021;14:19:58.996; 1.2242E-07
4/8/2021;14:19:58.999; 1.2201E-07
4/8/2021;14:19:59.001; 1.2203E-07
4/8/2021;14:19:59.004; 1.2166E-07
4/8/2021;14:19:59.007; 1.2216E-07
4/8/2021;14:19:59.009; 1.2222E-07
4/8/2021;14:19:59.012; 1.2228E-07
4/8/2021;14:19:59.015; 1.2187E-07
4/8/2021;14:19:59.017; 1.2233E-07
4/8/2021;14:19:59.020; 1.2253E-07
4/8/2021;14:19:59.023; 1.2236E-07
4/8/2021;14:19:59.025; 1.2271E-07
4/8/2021;14:19:59.028; 1.226E-07
4/8/2021;14:19:59.031; 1.2293E-07
4/8/2021;14:19:59.034; 1.2244E-07
4/8/2021;14:19:59.036; 1.2307E-07
4/8/2021;14:19:59.039; 1.2333E-07
4/8/2021;14:19:59.042; 1.2344E-07
4/8/2021;14:19:59.044; 1.2328E-07
4/8/2021;14:19:59.047; 1.2298E-07
4/8/2021;14:19:59.050; 1.2338E-07
4/8/2021;14:19:59.052; 1.2304E-07
4/8/2021;14:19:59.055; 1.2375E-07
4/8/2021;14:19:59.058; 1.2329E-07
4/8/2021;14:19:59.060; 1.2347E-07
4/8/2021;14:19:59.063; 1.2354E-07
4/8/2021;14:19:59.066; 1.2372E-07
4/8/2021;14:19:59.073; 1.2421E-07
4/8/2021;14:19:59.077; 1.2393E-07
4/8/2021;14:19:59.079; 1.2448E-07
4/8/2021;14:19:59.082; 1.2402E-07
4/8/2021;14:19:59.085; 1.2417E-07
4/8/2021;14:19:59.087; 1.2385E-07
4/8/2021;14:19:59.090; 1.237E-07
4/8/2021;14:19:59.093; 1.2392E-07
4/8/2021;14:19:59.099; 1.2361E-07
4/8/2021;14:19:59.101; 1.2331E-07
4/8/2021;14:19:59.104; 1.231E-07
4/8/2021;14:19:59.107; 1.23E-07
4/8/2021;14:19:59.109; 1.2263E-07
4/8/2021;14:19:59.112; 1.2251E-07
4/8/2021;14:19:59.115; 1.2229E-07
4/8/2021;14:19:59.117; 1.225E-07
4/8/2021;14:19:59.120; 1.2264E-07
4/8/2021;14:19:59.123; 1.2231E-07
4/8/2021;14:19:59.125; 1.2188E-07
4/8/2021;14:19:59.128; 1.2223E-07
4/8/2021;14:19:59.131; 1.2192E-07
4/8/2021;14:19:59.133; 1.2196E-07
4/8/2021;14:19:59.136; 1.2222E-07
4/8/2021;14:19:59.139; 1.2223E-07
4/8/2021;14:19:59.141; 1.229E-07
4/8/2021;14:19:59.145; 1.2251E-07
4/8/2021;14:19:59.148; 1.2275E-07
4/8/2021;14:19:59.151; 1.2247E-07
4/8/2021;14:19:59.153; 1.2291E-07
4/8/2021;14:19:59.156; 1.229E-07
4/8/2021;14:19:59.159; 1.2294E-07
4/8/2021;14:19:59.161; 1.2302E-07
4/8/2021;14:19:59.164; 1.2294E-07
4/8/2021;14:19:59.167; 1.2323E-07
4/8/2021;14:19:59.171; 1.2264E-07
4/8/2021;14:19:59.174; 1.2263E-07
4/8/2021;14:19:59.177; 1.2269E-07
4/8/2021;14:19:59.179; 1.2314E-07
4/8/2021;14:19:59.182; 1.2294E-07
4/8/2021;14:19:59.185; 1.2315E-07
4/8/2021;14:19:59.187; 1.2297E-07
4/8/2021;14:19:59.190; 1.2302E-07
4/8/2021;14:19:59.193; 1.2263E-07
4/8/2021;14:19:59.198; 1.228E-07
4/8/2021;14:19:59.201; 1.2269E-07
4/8/2021;14:19:59.203; 1.2259E-07
4/8/2021;14:19:59.208; 1.2231E-07
4/8/2021;14:19:59.212; 1.2194E-07
4/8/2021;14:19:59.214; 1.2177E-07
4/8/2021;14:19:59.217; 1.2124E-07
4/8/2021;14:19:59.220; 1.2172E-07
4/8/2021;14:19:59.222; 1.2176E-07
4/8/2021;14:19:59.225; 1.2246E-07
4/8/2021;14:19:59.228; 1.2201E-07
4/8/2021;14:19:59.230; 1.2272E-07
4/8/2021;14:19:59.233; 1.2269E-07
4/8/2021;14:19:59.236; 1.2295E-07
4/8/2021;14:19:59.238; 1.234E-07
4/8/2021;14:19:59.241; 1.2335E-07
4/8/2021;14:19:59.245; 1.2388E-07
4/8/2021;14:19:59.248; 1.2345E-07
4/8/2021;14:19:59.250; 1.2362E-07
4/8/2021;14:19:59.253; 1.2308E-07
4/8/2021;14:19:59.256; 1.2357E-07
4/8/2021;14:19:59.258; 1.2314E-07
4/8/2021;14:19:59.261; 1.2361E-07
4/8/2021;14:19:59.264; 1.2356E-07
4/8/2021;14:19:59.266; 1.2343E-07
4/8/2021;14:19:59.269; 1.2359E-07
4/8/2021;14:19:59.272; 1.2304E-07
4/8/2021;14:19:59.274; 1.2359E-07
4/8/2021;14:19:59.277; 1.2316E-07
4/8/2021;14:19:59.280; 1.2351E-07
4/8/2021;14:19:59.282; 1.2313E-07
4/8/2021;14:19:59.285; 1.2301E-07
4/8/2021;14:19:59.288; 1.2286E-07
4/8/2021;14:19:59.290; 1.2229E-07
4/8/2021;14:19:59.293; 1.2268E-07
4/8/2021;14:19:59.299; 1.2245E-07
4/8/2021;14:19:59.302; 1.2315E-07
4/8/2021;14:19:59.305; 1.2326E-07
4/8/2021;14:19:59.307; 1.2322E-07
4/8/2021;14:19:59.310; 1.2342E-07
4/8/2021;14:19:59.313; 1.2331E-07
4/8/2021;14:19:59.315; 1.236E-07
4/8/2021;14:19:59.318; 1.2384E-07
4/8/2021;14:19:59.321; 1.244E-07
4/8/2021;14:19:59.323; 1.2436E-07
4/8/2021;14:19:59.326; 1.2458E-07
4/8/2021;14:19:59.329; 1.2432E-07
4/8/2021;14:19:59.331; 1.2386E-07
4/8/2021;14:19:59.334; 1.2432E-07
4/8/2021;14:19:59.337; 1.2356E-07
4/8/2021;14:19:59.344; 1.2391E-07
4/8/2021;14:19:59.348; 1.2406E-07
4/8/2021;14:19:59.350; 1.2347E-07
4/8/2021;14:19:59.353; 1.2348E-07
4/8/2021;14:19:59.356; 1.2298E-07
4/8/2021;14:19:59.358; 1.2339E-07
4/8/2021;14:19:59.361; 1.2298E-07
4/8/2021;14:19:59.364; 1.2284E-07
4/8/2021;14:19:59.366; 1.2288E-07
4/8/2021;14:19:59.369; 1.2306E-07
4/8/2021;14:19:59.372; 1.2312E-07
4/8/2021;14:19:59.374; 1.2283E-07
4/8/2021;14:19:59.377; 1.2301E-07
4/8/2021;14:19:59.380; 1.225E-07
4/8/2021;14:19:59.382; 1.2252E-07
4/8/2021;14:19:59.385; 1.2225E-07
4/8/2021;14:19:59.388; 1.2222E-07
4/8/2021;14:19:59.390; 1.2242E-07
4/8/2021;14:19:59.393; 1.2214E-07
4/8/2021;14:19:59.397; 1.226E-07
4/8/2021;14:19:59.400; 1.2214E-07
4/8/2021;14:19:59.402; 1.2233E-07
4/8/2021;14:19:59.405; 1.2252E-07
4/8/2021;14:19:59.408; 1.2316E-07
4/8/2021;14:19:59.410; 1.2344E-07
4/8/2021;14:19:59.413; 1.2308E-07
4/8/2021;14:19:59.416; 1.2317E-07
4/8/2021;14:19:59.418; 1.2315E-07
4/8/2021;14:19:59.421; 1.2306E-07
4/8/2021;14:19:59.426; 1.229E-07
4/8/2021;14:19:59.428; 1.2324E-07
4/8/2021;14:19:59.431; 1.231E-07
4/8/2021;14:19:59.434; 1.2283E-07
4/8/2021;14:19:59.436; 1.2267E-07
4/8/2021;14:19:59.439; 1.2267E-07
4/8/2021;14:19:59.442; 1.2315E-07
4/8/2021;14:19:59.446; 1.2294E-07
4/8/2021;14:19:59.448; 1.2302E-07
4/8/2021;14:19:59.451; 1.2308E-07
4/8/2021;14:19:59.453; 1.2321E-07
4/8/2021;14:19:59.456; 1.2302E-07
4/8/2021;14:19:59.459; 1.2291E-07
4/8/2021;14:19:59.461; 1.234E-07
4/8/2021;14:19:59.464; 1.2333E-07
4/8/2021;14:19:59.467; 1.2341E-07
4/8/2021;14:19:59.469; 1.2296E-07
4/8/2021;14:19:59.472; 1.2362E-07
4/8/2021;14:19:59.475; 1.2332E-07
4/8/2021;14:19:59.484; 1.2384E-07
4/8/2021;14:19:59.486; 1.2339E-07
4/8/2021;14:19:59.489; 1.2368E-07
4/8/2021;14:19:59.492; 1.2384E-07
4/8/2021;14:19:59.498; 1.2346E-07
4/8/2021;14:19:59.501; 1.2366E-07
4/8/2021;14:19:59.504; 1.2376E-07
4/8/2021;14:19:59.506; 1.2378E-07
4/8/2021;14:19:59.509; 1.2374E-07
4/8/2021;14:19:59.512; 1.235E-07
4/8/2021;14:19:59.514; 1.2304E-07
4/8/2021;14:19:59.517; 1.2303E-07
4/8/2021;14:19:59.520; 1.2311E-07
4/8/2021;14:19:59.522; 1.2293E-07
4/8/2021;14:19:59.525; 1.2308E-07
4/8/2021;14:19:59.528; 1.2281E-07
4/8/2021;14:19:59.530; 1.2263E-07
4/8/2021;14:19:59.533; 1.227E-07
4/8/2021;14:19:59.536; 1.2234E-07
4/8/2021;14:19:59.538; 1.2322E-07
4/8/2021;14:19:59.541; 1.2309E-07
4/8/2021;14:19:59.544; 1.2372E-07
4/8/2021;14:19:59.548; 1.2308E-07
4/8/2021;14:19:59.550; 1.2353E-07
4/8/2021;14:19:59.553; 1.2303E-07
4/8/2021;14:19:59.556; 1.2346E-07
4/8/2021;14:19:59.558; 1.235E-07
4/8/2021;14:19:59.561; 1.2396E-07
4/8/2021;14:19:59.564; 1.2418E-07
4/8/2021;14:19:59.566; 1.2373E-07
4/8/2021;14:19:59.569; 1.2419E-07
4/8/2021;14:19:59.572; 1.2352E-07
4/8/2021;14:19:59.574; 1.2438E-07
4/8/2021;14:19:59.578; 1.2365E-07
4/8/2021;14:19:59.580; 1.2419E-07
4/8/2021;14:19:59.583; 1.2379E-07
4/8/2021;14:19:59.586; 1.2334E-07
4/8/2021;14:19:59.588; 1.2336E-07
4/8/2021;14:19:59.591; 1.2278E-07
4/8/2021;14:19:59.594; 1.2312E-07
4/8/2021;14:19:59.597; 1.226E-07
4/8/2021;14:19:59.600; 1.2331E-07
4/8/2021;14:19:59.603; 1.2252E-07
4/8/2021;14:19:59.605; 1.2335E-07
4/8/2021;14:19:59.608; 1.2312E-07
4/8/2021;14:19:59.610; 1.2305E-07
4/8/2021;14:19:59.619; 1.2339E-07
4/8/2021;14:19:59.621; 1.2313E-07
4/8/2021;14:19:59.624; 1.2314E-07
4/8/2021;14:19:59.627; 1.226E-07
4/8/2021;14:19:59.629; 1.2317E-07
4/8/2021;14:19:59.632; 1.2265E-07
4/8/2021;14:19:59.635; 1.2322E-07
4/8/2021;14:19:59.637; 1.2301E-07
4/8/2021;14:19:59.640; 1.2317E-07
4/8/2021;14:19:59.643; 1.2331E-07
4/8/2021;14:19:59.645; 1.2305E-07
4/8/2021;14:19:59.648; 1.2318E-07
4/8/2021;14:19:59.651; 1.2339E-07
4/8/2021;14:19:59.653; 1.238E-07
4/8/2021;14:19:59.656; 1.2335E-07
4/8/2021;14:19:59.659; 1.2347E-07
4/8/2021;14:19:59.661; 1.229E-07
4/8/2021;14:19:59.664; 1.2239E-07
4/8/2021;14:19:59.667; 1.2237E-07
4/8/2021;14:19:59.669; 1.2203E-07
4/8/2021;14:19:59.672; 1.2248E-07
4/8/2021;14:19:59.675; 1.2199E-07
4/8/2021;14:19:59.679; 1.2256E-07
4/8/2021;14:19:59.682; 1.2211E-07
4/8/2021;14:19:59.685; 1.2228E-07
4/8/2021;14:19:59.687; 1.2209E-07
4/8/2021;14:19:59.690; 1.223E-07
4/8/2021;14:19:59.693; 1.2216E-07
4/8/2021;14:19:59.699; 1.2248E-07
4/8/2021;14:19:59.701; 1.2248E-07
4/8/2021;14:19:59.704; 1.2191E-07
4/8/2021;14:19:59.707; 1.2262E-07
4/8/2021;14:19:59.709; 1.219E-07
4/8/2021;14:19:59.712; 1.2241E-07
4/8/2021;14:19:59.715; 1.2201E-07
4/8/2021;14:19:59.717; 1.2201E-07
4/8/2021;14:19:59.720; 1.2233E-07
4/8/2021;14:19:59.723; 1.2267E-07
4/8/2021;14:19:59.725; 1.2242E-07
4/8/2021;14:19:59.728; 1.2254E-07
4/8/2021;14:19:59.731; 1.2297E-07
4/8/2021;14:19:59.733; 1.2256E-07
4/8/2021;14:19:59.736; 1.2321E-07
4/8/2021;14:19:59.739; 1.2298E-07
4/8/2021;14:19:59.741; 1.2308E-07
4/8/2021;14:19:59.745; 1.2329E-07
4/8/2021;14:19:59.753; 1.2278E-07
4/8/2021;14:19:59.756; 1.2314E-07
4/8/2021;14:19:59.759; 1.2251E-07
4/8/2021;14:19:59.761; 1.2251E-07
4/8/2021;14:19:59.764; 1.2202E-07
4/8/2021;14:19:59.767; 1.2242E-07
4/8/2021;14:19:59.769; 1.2173E-07
4/8/2021;14:19:59.772; 1.2206E-07
4/8/2021;14:19:59.775; 1.2231E-07
4/8/2021;14:19:59.777; 1.2229E-07
4/8/2021;14:19:59.780; 1.2213E-07
4/8/2021;14:19:59.783; 1.2179E-07
4/8/2021;14:19:59.785; 1.2204E-07
4/8/2021;14:19:59.788; 1.2203E-07
4/8/2021;14:19:59.791; 1.2274E-07
4/8/2021;14:19:59.795; 1.2237E-07
4/8/2021;14:19:59.799; 1.2308E-07
4/8/2021;14:19:59.801; 1.2269E-07
4/8/2021;14:19:59.804; 1.2266E-07
4/8/2021;14:19:59.807; 1.2232E-07
4/8/2021;14:19:59.809; 1.2301E-07
4/8/2021;14:19:59.812; 1.2265E-07
4/8/2021;14:19:59.815; 1.2314E-07
4/8/2021;14:19:59.817; 1.2326E-07
4/8/2021;14:19:59.820; 1.2305E-07
4/8/2021;14:19:59.823; 1.2299E-07
4/8/2021;14:19:59.825; 1.2246E-07
4/8/2021;14:19:59.828; 1.228E-07
4/8/2021;14:19:59.831; 1.2252E-07
4/8/2021;14:19:59.833; 1.2319E-07
4/8/2021;14:19:59.836; 1.2263E-07
4/8/2021;14:19:59.839; 1.2351E-07
4/8/2021;14:19:59.841; 1.231E-07
4/8/2021;14:19:59.845; 1.235E-07
4/8/2021;14:19:59.848; 1.2332E-07
4/8/2021;14:19:59.850; 1.2339E-07
4/8/2021;14:19:59.853; 1.2316E-07
4/8/2021;14:19:59.856; 1.2327E-07
4/8/2021;14:19:59.858; 1.2355E-07
4/8/2021;14:19:59.861; 1.2287E-07
4/8/2021;14:19:59.864; 1.2301E-07
4/8/2021;14:19:59.866; 1.2221E-07
4/8/2021;14:19:59.869; 1.2252E-07
4/8/2021;14:19:59.872; 1.2166E-07
4/8/2021;14:19:59.874; 1.2195E-07
4/8/2021;14:19:59.877; 1.2167E-07
4/8/2021;14:19:59.880; 1.2246E-07
4/8/2021;14:19:59.883; 1.2203E-07
4/8/2021;14:19:59.891; 1.2201E-07
4/8/2021;14:19:59.898; 1.2218E-07
4/8/2021;14:19:59.900; 1.2182E-07
4/8/2021;14:19:59.903; 1.2208E-07
4/8/2021;14:19:59.906; 1.2185E-07
4/8/2021;14:19:59.908; 1.2217E-07
4/8/2021;14:19:59.911; 1.2214E-07
4/8/2021;14:19:59.914; 1.2264E-07
4/8/2021;14:19:59.916; 1.2226E-07
4/8/2021;14:19:59.919; 1.2233E-07
4/8/2021;14:19:59.922; 1.2226E-07
4/8/2021;14:19:59.924; 1.2218E-07
4/8/2021;14:19:59.927; 1.2248E-07
4/8/2021;14:19:59.930; 1.2238E-07
4/8/2021;14:19:59.934; 1.2181E-07
4/8/2021;14:19:59.937; 1.2203E-07
4/8/2021;14:19:59.940; 1.2166E-07
4/8/2021;14:19:59.942; 1.2166E-07
4/8/2021;14:19:59.945; 1.2127E-07
4/8/2021;14:19:59.948; 1.2156E-07
4/8/2021;14:19:59.950; 1.2131E-07
4/8/2021;14:19:59.953; 1.2147E-07
4/8/2021;14:19:59.956; 1.2174E-07
4/8/2021;14:19:59.958; 1.2188E-07
4/8/2021;14:19:59.961; 1.2213E-07
4/8/2021;14:19:59.964; 1.2209E-07
4/8/2021;14:19:59.966; 1.2198E-07
4/8/2021;14:19:59.969; 1.2182E-07
4/8/2021;14:19:59.972; 1.2246E-07
4/8/2021;14:19:59.974; 1.2194E-07
4/8/2021;14:19:59.977; 1.2258E-07
4/8/2021;14:19:59.980; 1.2274E-07
4/8/2021;14:19:59.982; 1.2264E-07
4/8/2021;14:19:59.985; 1.2311E-07
4/8/2021;14:19:59.988; 1.2346E-07
4/8/2021;14:19:59.990; 1.2362E-07
4/8/2021;14:19:59.993; 1.2367E-07
4/8/2021;14:19:59.997; 1.2336E-07
4/8/2021;14:19:59.999; 1.228E-07
4/8/2021;14:20:00.002; 1.2283E-07
4/8/2021;14:20:00.005; 1.2244E-07
4/8/2021;14:20:00.007; 1.2235E-07
4/8/2021;14:20:00.010; 1.2236E-07
4/8/2021;14:20:00.013; 1.2186E-07
4/8/2021;14:20:00.015; 1.2234E-07
4/8/2021;14:20:00.022; 1.2185E-07
4/8/2021;14:20:00.026; 1.2206E-07
4/8/2021;14:20:00.028; 1.221E-07
4/8/2021;14:20:00.031; 1.2271E-07
4/8/2021;14:20:00.034; 1.2294E-07
4/8/2021;14:20:00.036; 1.2331E-07
4/8/2021;14:20:00.039; 1.2334E-07
4/8/2021;14:20:00.042; 1.2322E-07
4/8/2021;14:20:00.045; 1.236E-07
4/8/2021;14:20:00.048; 1.2311E-07
4/8/2021;14:20:00.051; 1.2367E-07
4/8/2021;14:20:00.053; 1.2351E-07
4/8/2021;14:20:00.056; 1.2403E-07
4/8/2021;14:20:00.059; 1.234E-07
4/8/2021;14:20:00.061; 1.2326E-07
4/8/2021;14:20:00.064; 1.2296E-07
4/8/2021;14:20:00.067; 1.2291E-07
4/8/2021;14:20:00.069; 1.2279E-07
4/8/2021;14:20:00.072; 1.2239E-07
4/8/2021;14:20:00.075; 1.2266E-07
4/8/2021;14:20:00.077; 1.2215E-07
4/8/2021;14:20:00.080; 1.2212E-07
4/8/2021;14:20:00.083; 1.2205E-07
4/8/2021;14:20:00.085; 1.2205E-07
4/8/2021;14:20:00.088; 1.2263E-07
4/8/2021;14:20:00.091; 1.2247E-07
4/8/2021;14:20:00.093; 1.2272E-07
4/8/2021;14:20:00.100; 1.2304E-07
4/8/2021;14:20:00.103; 1.2293E-07
4/8/2021;14:20:00.106; 1.228E-07
4/8/2021;14:20:00.108; 1.2275E-07
4/8/2021;14:20:00.111; 1.2318E-07
4/8/2021;14:20:00.114; 1.2285E-07
4/8/2021;14:20:00.116; 1.2313E-07
4/8/2021;14:20:00.119; 1.229E-07
4/8/2021;14:20:00.122; 1.2303E-07
4/8/2021;14:20:00.124; 1.2255E-07
4/8/2021;14:20:00.127; 1.2233E-07
4/8/2021;14:20:00.130; 1.2237E-07
4/8/2021;14:20:00.132; 1.2257E-07
4/8/2021;14:20:00.135; 1.2293E-07
4/8/2021;14:20:00.137; 1.229E-07
4/8/2021;14:20:00.140; 1.228E-07
4/8/2021;14:20:00.143; 1.2328E-07
4/8/2021;14:20:00.147; 1.2266E-07
4/8/2021;14:20:00.150; 1.2336E-07
4/8/2021;14:20:00.154; 1.2343E-07
4/8/2021;14:20:00.159; 1.2359E-07
4/8/2021;14:20:00.163; 1.2335E-07
4/8/2021;14:20:00.166; 1.2321E-07
4/8/2021;14:20:00.168; 1.229E-07
4/8/2021;14:20:00.171; 1.2287E-07
4/8/2021;14:20:00.174; 1.2302E-07
4/8/2021;14:20:00.176; 1.2269E-07
4/8/2021;14:20:00.179; 1.2311E-07
4/8/2021;14:20:00.182; 1.2232E-07
4/8/2021;14:20:00.184; 1.2267E-07
4/8/2021;14:20:00.189; 1.2285E-07
4/8/2021;14:20:00.192; 1.2284E-07
4/8/2021;14:20:00.196; 1.2274E-07
4/8/2021;14:20:00.199; 1.233E-07
4/8/2021;14:20:00.202; 1.2346E-07
4/8/2021;14:20:00.204; 1.2353E-07
4/8/2021;14:20:00.207; 1.2343E-07
4/8/2021;14:20:00.210; 1.2309E-07
4/8/2021;14:20:00.212; 1.2342E-07
4/8/2021;14:20:00.215; 1.2357E-07
4/8/2021;14:20:00.218; 1.2315E-07
4/8/2021;14:20:00.220; 1.2379E-07
4/8/2021;14:20:00.223; 1.238E-07
4/8/2021;14:20:00.226; 1.235E-07
4/8/2021;14:20:00.228; 1.2297E-07
4/8/2021;14:20:00.231; 1.2277E-07
4/8/2021;14:20:00.234; 1.2275E-07
4/8/2021;14:20:00.236; 1.2302E-07
4/8/2021;14:20:00.239; 1.2259E-07
4/8/2021;14:20:00.242; 1.2188E-07
4/8/2021;14:20:00.244; 1.2233E-07
4/8/2021;14:20:00.247; 1.2207E-07
4/8/2021;14:20:00.250; 1.2221E-07
4/8/2021;14:20:00.252; 1.2201E-07
4/8/2021;14:20:00.255; 1.2188E-07
4/8/2021;14:20:00.258; 1.2244E-07
4/8/2021;14:20:00.260; 1.2195E-07
4/8/2021;14:20:00.263; 1.2219E-07
4/8/2021;14:20:00.266; 1.2233E-07
4/8/2021;14:20:00.268; 1.2297E-07
4/8/2021;14:20:00.271; 1.226E-07
4/8/2021;14:20:00.274; 1.2269E-07
4/8/2021;14:20:00.276; 1.2257E-07
4/8/2021;14:20:00.279; 1.2258E-07
4/8/2021;14:20:00.282; 1.231E-07
4/8/2021;14:20:00.284; 1.2234E-07
4/8/2021;14:20:00.287; 1.2322E-07
4/8/2021;14:20:00.290; 1.2287E-07
4/8/2021;14:20:00.300; 1.2314E-07
4/8/2021;14:20:00.303; 1.2253E-07
4/8/2021;14:20:00.305; 1.2293E-07
4/8/2021;14:20:00.308; 1.229E-07
4/8/2021;14:20:00.311; 1.2297E-07
4/8/2021;14:20:00.313; 1.2307E-07
4/8/2021;14:20:00.316; 1.2284E-07
4/8/2021;14:20:00.319; 1.2333E-07
4/8/2021;14:20:00.321; 1.2269E-07
4/8/2021;14:20:00.324; 1.2305E-07
4/8/2021;14:20:00.327; 1.2315E-07
4/8/2021;14:20:00.329; 1.2333E-07
4/8/2021;14:20:00.332; 1.2297E-07
4/8/2021;14:20:00.335; 1.2266E-07
4/8/2021;14:20:00.337; 1.2288E-07
4/8/2021;14:20:00.340; 1.2269E-07
4/8/2021;14:20:00.343; 1.2296E-07
4/8/2021;14:20:00.347; 1.2278E-07
4/8/2021;14:20:00.349; 1.2318E-07
4/8/2021;14:20:00.352; 1.227E-07
4/8/2021;14:20:00.355; 1.2282E-07
4/8/2021;14:20:00.357; 1.2296E-07
4/8/2021;14:20:00.360; 1.2323E-07
4/8/2021;14:20:00.363; 1.237E-07
4/8/2021;14:20:00.365; 1.2333E-07
4/8/2021;14:20:00.368; 1.2334E-07
4/8/2021;14:20:00.371; 1.229E-07
4/8/2021;14:20:00.373; 1.2313E-07
4/8/2021;14:20:00.376; 1.2294E-07
4/8/2021;14:20:00.379; 1.2334E-07
4/8/2021;14:20:00.381; 1.2312E-07
4/8/2021;14:20:00.384; 1.2292E-07
4/8/2021;14:20:00.387; 1.2274E-07
4/8/2021;14:20:00.389; 1.22E-07
4/8/2021;14:20:00.392; 1.225E-07
4/8/2021;14:20:00.396; 1.2271E-07
4/8/2021;14:20:00.399; 1.2303E-07
4/8/2021;14:20:00.402; 1.228E-07
4/8/2021;14:20:00.404; 1.2311E-07
4/8/2021;14:20:00.407; 1.2264E-07
4/8/2021;14:20:00.410; 1.2245E-07
4/8/2021;14:20:00.412; 1.2289E-07
4/8/2021;14:20:00.415; 1.2297E-07
4/8/2021;14:20:00.418; 1.2402E-07
4/8/2021;14:20:00.420; 1.2316E-07
4/8/2021;14:20:00.423; 1.2355E-07
4/8/2021;14:20:00.425; 1.2331E-07
4/8/2021;14:20:00.435; 1.235E-07
4/8/2021;14:20:00.438; 1.2307E-07
4/8/2021;14:20:00.442; 1.2299E-07
4/8/2021;14:20:00.446; 1.233E-07
4/8/2021;14:20:00.449; 1.2265E-07
4/8/2021;14:20:00.452; 1.2307E-07
4/8/2021;14:20:00.454; 1.2246E-07
4/8/2021;14:20:00.457; 1.2303E-07
4/8/2021;14:20:00.460; 1.2253E-07
4/8/2021;14:20:00.462; 1.2236E-07
4/8/2021;14:20:00.465; 1.2255E-07
4/8/2021;14:20:00.468; 1.2216E-07
4/8/2021;14:20:00.470; 1.2275E-07
4/8/2021;14:20:00.473; 1.2228E-07
4/8/2021;14:20:00.476; 1.2302E-07
4/8/2021;14:20:00.478; 1.2259E-07
4/8/2021;14:20:00.481; 1.2285E-07
4/8/2021;14:20:00.484; 1.2255E-07
4/8/2021;14:20:00.486; 1.2254E-07
4/8/2021;14:20:00.489; 1.2299E-07
4/8/2021;14:20:00.492; 1.2255E-07
4/8/2021;14:20:00.498; 1.2337E-07
4/8/2021;14:20:00.501; 1.2295E-07
4/8/2021;14:20:00.503; 1.2319E-07
4/8/2021;14:20:00.506; 1.2267E-07
4/8/2021;14:20:00.509; 1.2284E-07
4/8/2021;14:20:00.511; 1.225E-07
4/8/2021;14:20:00.514; 1.2305E-07
4/8/2021;14:20:00.517; 1.2307E-07
4/8/2021;14:20:00.519; 1.2329E-07
4/8/2021;14:20:00.522; 1.2324E-07
4/8/2021;14:20:00.525; 1.2328E-07
4/8/2021;14:20:00.527; 1.2348E-07
4/8/2021;14:20:00.530; 1.2351E-07
4/8/2021;14:20:00.533; 1.2367E-07
4/8/2021;14:20:00.535; 1.2321E-07
4/8/2021;14:20:00.538; 1.24E-07
4/8/2021;14:20:00.541; 1.2322E-07
4/8/2021;14:20:00.544; 1.2359E-07
4/8/2021;14:20:00.546; 1.2308E-07
4/8/2021;14:20:00.549; 1.2293E-07
4/8/2021;14:20:00.552; 1.225E-07
4/8/2021;14:20:00.554; 1.2194E-07
4/8/2021;14:20:00.557; 1.2239E-07
4/8/2021;14:20:00.560; 1.2193E-07
4/8/2021;14:20:00.567; 1.2242E-07
4/8/2021;14:20:00.571; 1.2199E-07
4/8/2021;14:20:00.573; 1.2215E-07
4/8/2021;14:20:00.576; 1.2214E-07
4/8/2021;14:20:00.579; 1.2229E-07
4/8/2021;14:20:00.581; 1.2297E-07
4/8/2021;14:20:00.584; 1.2327E-07
4/8/2021;14:20:00.587; 1.2392E-07
4/8/2021;14:20:00.589; 1.2336E-07
4/8/2021;14:20:00.592; 1.2413E-07
4/8/2021;14:20:00.596; 1.2401E-07
4/8/2021;14:20:00.598; 1.2392E-07
4/8/2021;14:20:00.601; 1.243E-07
4/8/2021;14:20:00.604; 1.2411E-07
4/8/2021;14:20:00.606; 1.2399E-07
4/8/2021;14:20:00.609; 1.2367E-07
4/8/2021;14:20:00.612; 1.2336E-07
4/8/2021;14:20:00.614; 1.2307E-07
4/8/2021;14:20:00.617; 1.2334E-07
4/8/2021;14:20:00.620; 1.2287E-07
4/8/2021;14:20:00.622; 1.2282E-07
4/8/2021;14:20:00.625; 1.2255E-07
4/8/2021;14:20:00.628; 1.222E-07
4/8/2021;14:20:00.630; 1.2264E-07
4/8/2021;14:20:00.633; 1.2252E-07
4/8/2021;14:20:00.636; 1.2288E-07
4/8/2021;14:20:00.638; 1.2274E-07
4/8/2021;14:20:00.641; 1.2284E-07
4/8/2021;14:20:00.644; 1.2244E-07
4/8/2021;14:20:00.648; 1.2318E-07
4/8/2021;14:20:00.650; 1.2329E-07
4/8/2021;14:20:00.653; 1.2373E-07
4/8/2021;14:20:00.656; 1.2383E-07
4/8/2021;14:20:00.658; 1.232E-07
4/8/2021;14:20:00.661; 1.2309E-07
4/8/2021;14:20:00.664; 1.2254E-07
4/8/2021;14:20:00.666; 1.228E-07
4/8/2021;14:20:00.669; 1.2308E-07
4/8/2021;14:20:00.672; 1.2357E-07
4/8/2021;14:20:00.674; 1.2312E-07
4/8/2021;14:20:00.677; 1.2338E-07
